databaseA,databaseB,descriptionA,descriptionB,label,,
department-building,PXK-nf,building: represents the name or code of the building where the department is located.,nf: the academic year when the course is offered,0,,
department-building,KCM-pxkId,building: represents the name or code of the building where the department is located.,pxkId: the identifier of the course offering,0,,
department-building,KCM-jzId,building: represents the name or code of the building where the department is located.,jzId: the identifier of the building where the course is held,1,,
department-building,KCM-fjh,building: represents the name or code of the building where the department is located.,fjh: the room number or identifier where the course is held,0,,
department-building,KCM-scId,building: represents the name or code of the building where the department is located.,scId: the identifier of the timeslot when the course is held,0,,
department-building,JX-jsId,building: represents the name or code of the building where the department is located.,jsId: the identifier of the teacher who instructs the course,0,,
department-building,JX-pxkId,building: represents the name or code of the building where the department is located.,pxkId: the identifier of the course offering being instructed,0,,
department-building,JX-khr,building: represents the name or code of the building where the department is located.,khr: the date when the course instruction starts,0,,
department-building,JX-scId,building: represents the name or code of the building where the department is located.,scId: the identifier of the timeslot when the course instruction is held,0,,
department-building,JX-khjzId,building: represents the name or code of the building where the department is located.,khjzId: the identifier of the building where the course instruction is held,1,,
department-building,JX-khfjh,building: represents the name or code of the building where the department is located.,khfjh: the room number or identifier where the course instruction is held,0,,
department-building,XS-xsId,building: represents the name or code of the building where the department is located.,xsId: a unique identifier for each student,0,,
department-building,XS-xm,building: represents the name or code of the building where the department is located.,xm: the name of the student,0,,
department-building,XS-yxmc,building: represents the name or code of the building where the department is located.,yxmc: the name of the school where the student is enrolled,0,,
department-building,XS-zxf,building: represents the name or code of the building where the department is located.,zxf: the total credits that the student has taken or is taking,0,,
department-building,XS-zym,building: represents the name or code of the building where the department is located.,zym: the name of the student's major,0,,
department-building,XS-zzcj,building: represents the name or code of the building where the department is located.,zzcj: the final grade of the student in the course,0,,
department-building,XS-jsId,building: represents the name or code of the building where the department is located.,jsId: the identifier of the teacher who instructs the course,0,,
department-building,ZY-zym,building: represents the name or code of the building where the department is located.,zym: the name of the major,0,,
department-building,ZY-yxmc,building: represents the name or code of the building where the department is located.,yxmc: the name of the school that offers the major,0,,
department-building,ZY-xxnf,building: represents the name or code of the building where the department is located.,xxnf: the academic year when the major is offered,0,,
department-building,XX-xsId,building: represents the name or code of the building where the department is located.,xsId: the identifier of the student who takes the course,0,,
department-building,XX-pxkId,building: represents the name or code of the building where the department is located.,pxkId: the identifier of the course offering being taken,0,,
department-building,XX-cj,building: represents the name or code of the building where the department is located.,cj: the grade of the student in the course,0,,
department-building,SJ-scId,building: represents the name or code of the building where the department is located.,scId: a unique identifier for each timeslot,0,,
